"subjAct" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()"
"8_STANDING" -0.985706882087379 -0.919978874514563 -0.930723792524272 -0.990930494757282 -0.968347863252427 -0.951601441504854 -0.981385324805825 -0.959664288932039 -0.979755754223301 -0.935070811116505 -0.962037313349515 -0.95501020776699 -0.961300755145631 -0.982702674223301 -0.975635013203883 -0.942135734087379 -0.942135734087379 -0.972169221893204 -0.926290361019417 -0.974562356650485 -0.987042020339806 -0.918457090436893 -0.924531418980583 -0.983182188203883 -0.962134921893204 -0.981992614320388 -0.936420371407767 -0.959609508932039 -0.958717792378641 -0.945237727531068 -0.972396359805825 -0.926874108300971 -0.974249425533981 0.278508915242718 -0.0163981006311165 -0.107121729340777 0.950581045048544 -0.191052220516311 -0.0576838726936893 0.0753435374757282 0.0093261724267233 -0.000826236637475728 -0.0248933378289806 -0.0616322678038835 0.0797541771213592 -0.0998199213621359 -0.0436689147665049 -0.0515766811619903 -0.949591278543689 -0.949591278543689 -0.97556211907767 -0.933973154514563 -0.977272946407767 -0.982975053398058 -0.932301501504854 -0.953285209660194 0.0117485073522816 -0.0471938490364078 -0.0229309758072816 -0.981344394563107 -0.960120063495146 -0.976235480631068 0.197378529635922 -0.205933938688835 -0.0262576534553398 -0.933590074368932 -0.967110791262136 -0.956344248980583 -0.250402985682767 -0.283267975854854 -0.105563735613107 -0.952481008980583 0.0108772467449029 -0.971241878058252 0.259808727471845 -0.946265776019418 -0.225554968024849 -0.976001723252427 0.0387661295140777
"8_SITTING" -0.985763888285714 -0.948007731217143 -0.950749291142857 -0.984850865314286 -0.966745517502857 -0.957917534971429 -0.983622453314286 -0.974194556285714 -0.983185427371429 -0.984948776571429 -0.970221491885714 -0.965526847142857 -0.988989042057143 -0.987259911485714 -0.981849388342857 -0.954106812908571 -0.954106812908571 -0.979820004914286 -0.961446105371429 -0.985978017428571 -0.986436382171429 -0.947095982514286 -0.947167818514286 -0.984828004971429 -0.976066829485714 -0.984241148685714 -0.986163976057143 -0.967925166742857 -0.968759560171429 -0.956630458514286 -0.9796430568 -0.962488127657143 -0.985830829485714 0.274579360828571 -0.0135875746134857 -0.1097889836 0.888458693714286 0.0590910862171429 0.177801006656 0.0772618494228571 0.00663701222429714 -0.00179350873758171 -0.0391850345954286 -0.0751705448931429 0.0822517390914286 -0.0946099770628571 -0.040306121592 -0.0525745841137143 -0.9639126404 -0.9639126404 -0.982040855542857 -0.956578391828571 -0.988447287028571 -0.984507911828571 -0.955623554857143 -0.964143968514286 -0.0328663641765714 0.0760640379297143 0.0705043663302857 -0.983913559085714 -0.974272530971429 -0.980712819028571 0.197107159382857 -0.0708567980514286 -0.020304331852 -0.981240978685714 -0.974992334514286 -0.965578744342857 0.0750115752584 -0.249665881807429 -0.00133337875805714 -0.962414460571429 0.143168552503486 -0.979182595542857 0.324436782183429 -0.970291673771429 -0.0777088780651429 -0.986635525942857 0.152190198694286
"8_LAYING" -0.966982846582915 -0.95585690919598 -0.960142608130653 -0.960520697115578 -0.974513885527638 -0.972871119105528 -0.980169403115578 -0.980339329899497 -0.976921494974874 -0.970204614070352 -0.965768395276382 -0.971215501507538 -0.974808667085427 -0.982028379396985 -0.986731682914573 -0.953777062562814 -0.953777062562814 -0.975797808040201 -0.946759554824121 -0.976881320201005 -0.965495859346734 -0.953696594954774 -0.959764801688442 -0.981959740201005 -0.982252867085427 -0.978244394120603 -0.972147395778895 -0.964050672613065 -0.974083649447236 -0.956453285824121 -0.975692472713568 -0.949326489547739 -0.977640152361809 0.271536494356784 -0.0181769807977889 -0.106478735145729 -0.379326725577889 0.453094345125628 0.399440497336683 0.0797187587738693 0.0125408672069849 -0.00257225151294472 -0.013752628901005 -0.0907217917055276 0.105749151321608 -0.103469664060302 -0.037738752360804 -0.0596968052517588 -0.961182413819096 -0.961182413819096 -0.980237647688442 -0.947871304321608 -0.983138024874372 -0.972071608241206 -0.965287195276382 -0.965523901809045 -0.24793729227509 0.0577600205221106 0.25193027177809 -0.980227898592965 -0.980031225879397 -0.974204637638191 0.138879322144724 0.0202674645464271 0.10249553799799 -0.964721351356784 -0.97000444839196 -0.970658534924623 -0.114701604735678 -0.21289289685995 0.170720354484322 -0.961644194211055 0.139475112035176 -0.975212869849246 0.33105276748593 -0.957404140050251 -0.0376005829035176 -0.977456407839196 0.168870710881407
"8_WALKING" -0.216088437332215 0.000111634059060403 -0.242814223793289 -0.96042955344519 -0.947870318277405 -0.923577589060403 -0.268417134740492 -0.182010846866219 -0.523150185472483 -0.451839376643848 -0.372279349971812 -0.250542666477629 -0.462265956831096 -0.577798057877405 -0.504935383250559 -0.220937227894631 -0.220937227894631 -0.283350521456152 -0.380033277236242 -0.592114206196868 -0.2108070715 -0.0433069444659508 -0.258897556112975 -0.306786622734899 -0.185643581788591 -0.563981302042506 -0.4866697350783 -0.361602405414989 -0.316035648662192 -0.366978917156823 -0.337073187134228 -0.452399773889262 -0.639017880293065 0.275666078353468 -0.0209239881554758 -0.10918680201745 0.906824602550336 -0.256709338232662 -0.135143304601112 0.0845626476640268 0.0103663833043624 -0.00874309781295302 -0.0503799965792617 -0.0545522207908031 0.0844020934357718 -0.0890636483226398 -0.0467487082282998 -0.0639379969114094 -0.109077995781879 -0.109077995781879 -0.268494298975347 -0.208715583135481 -0.52318132193736 -0.23520655158434 -0.0424950353187919 -0.330766888687472 -0.375418235324385 -0.0613693949051454 -0.0535728446166868 -0.295700373555928 -0.230676986754139 -0.481596399649441 -0.302144723610783 -0.402330106442953 -0.285593911356264 -0.351946772972707 -0.406048653494183 -0.270645605312371 -0.158616262734899 -0.204827161222304 -0.203078684004698 -0.183587288672483 0.0585334031959284 -0.249300492647427 0.107819667069447 -0.436598639642058 -0.0153212238342729 -0.580136066121477 0.143663838930895
"8_WALKING_DOWNSTAIRS" -0.0715454175136691 0.0451976373899281 -0.241940811791367 -0.95525027618705 -0.940428714172662 -0.91344867057554 -0.090381690618705 -0.0893242954028777 -0.402708880663309 -0.358196271358273 -0.323415498097842 -0.328401682395683 -0.395256081744604 -0.457559693317986 -0.402746778654676 -0.0102455301517986 -0.0102455301517986 -0.0959406733805755 -0.288042669623022 -0.472239466978417 -0.0745004857431655 -0.0232521477063309 -0.297602894730935 -0.14985793368705 -0.109502512386331 -0.453375075611511 -0.400445163633094 -0.350092285301439 -0.426422203496403 -0.203428244094245 -0.14536483742446 -0.401204889906475 -0.527764943820144 0.28880648705036 -0.0197320228008633 -0.106261269489928 0.926299075899281 -0.218704733741007 -0.0985038656735252 0.096716514476259 -0.00594605237122302 -0.0159803660726619 -0.102637795900719 -0.0365122873307842 0.116152462804964 -0.0514695043899281 -0.0536470232816547 -0.0719905582023022 -0.0333306527928058 -0.0333306527928058 -0.136210626430216 -0.146191026530216 -0.424790306014388 -0.0717052228438849 0.0455991124388489 -0.258499022407914 -0.343561606676259 -0.0376066571215827 0.0892024475215827 -0.113467601307194 -0.128267059173381 -0.351032575851079 -0.270632386147482 -0.39281717542446 -0.197562980405396 -0.239250171561151 -0.293950874654676 -0.230318297321079 -0.197952199744604 -0.0948494938582734 -0.0892031313532374 0.0492080051726619 0.0457075964344604 -0.0653340817676259 0.0700129526125396 -0.31329893552518 0.0481972992396403 -0.459992515369065 0.138222113776835
"8_WALKING_UPSTAIRS" -0.276234291566667 -0.0362128442786667 -0.185668739130667 -0.946360289466667 -0.934142062666667 -0.8966922988 -0.375089019786667 -0.335724228974667 -0.633255441286667 -0.506447332773333 -0.377354288678667 -0.139890334530667 -0.572908604133333 -0.6713694316 -0.600841442933333 -0.27793588982 -0.27793588982 -0.397031925066667 -0.39621938158 -0.6859344792 -0.262959028046667 -0.0509118745993333 -0.163444465668667 -0.41595981104 -0.364230307094667 -0.676238128466667 -0.533499919613333 -0.340943172944 -0.18517596748 -0.394314864466667 -0.458326201673333 -0.43580318855 -0.729902620666667 0.26246435916 -0.025806787600918 -0.116341759502 0.8672546152 -0.315355879133333 -0.183764760126 0.0776894881774667 0.0196251138023333 -0.0122729491953333 -0.00951063134733333 -0.068943439126 0.0505213549473333 -0.104679807206133 -0.0447737310833333 -0.0669652921526667 -0.138177733633333 -0.138177733633333 -0.403190578747333 -0.186787403908 -0.6226490016 -0.315797755886 -0.133329988000667 -0.358650421524 -0.40829015848 -0.152833945536667 -0.275272216866667 -0.391062564518667 -0.352905335010667 -0.590186917866667 -0.2815503829968 -0.397573515926667 -0.403393867073333 -0.431939445926667 -0.459696272819333 -0.257846246206667 -0.21739280452 -0.330157638180667 -0.308712796808 -0.277005830826 -0.0210622321260667 -0.358279323126 0.122407700764 -0.49749561418 -0.183657517878667 -0.671340625466667 0.132365916783533
"11_STANDING" -0.994978878723404 -0.964173331702128 -0.986382712765957 -0.994529398085106 -0.981047828723404 -0.989433253617021 -0.992527404255319 -0.979428279574468 -0.990132989574468 -0.980242494680851 -0.994210471914894 -0.980636664893617 -0.986690403617021 -0.995571631276596 -0.990663218510638 -0.98030536893617 -0.98030536893617 -0.988853960638298 -0.977071437446808 -0.992579166595745 -0.995573762978723 -0.96350679 -0.985958517446809 -0.993414564042553 -0.981185823617021 -0.990378149574468 -0.981009115744681 -0.994353086595745 -0.98230878106383 -0.981503969574468 -0.98802123106383 -0.977437710851064 -0.992277468510638 0.277715562765957 -0.0171990886595745 -0.108686630425532 0.956464535957447 -0.173082704680851 0.127198423404255 0.0760097721914894 0.0124130965551064 -0.00074591623212766 -0.0293141521489362 -0.0765465041914894 0.0810588216170213 -0.099519355893617 -0.0395992140851064 -0.0524732752340426 -0.984853836595745 -0.984853836595745 -0.989242377234043 -0.979978011489362 -0.993428183617021 -0.993808050638298 -0.968703072553191 -0.987669785531915 0.0890102416978723 0.0557408976489362 0.292390245638298 -0.992385450851064 -0.979287024255319 -0.988460788085106 0.312171839674468 -0.0305094144893617 0.120740566368085 -0.978301717234043 -0.994025488297872 -0.980762968085106 -0.129935993361702 0.11920123437234 -0.0212967788297872 -0.982255413617021 0.233078227234043 -0.988636595319149 0.333098929765957 -0.982576519787234 -0.0478486176276596 -0.992981019787234 0.223297408893617
"11_SITTING" -0.982796562075472 -0.921402118113208 -0.968370181886792 -0.988069341132075 -0.949792572075472 -0.971661610754717 -0.980335163584906 -0.966766643396226 -0.983441609622641 -0.988164911509434 -0.982249040188679 -0.95284431245283 -0.990501518301887 -0.988554820188679 -0.981016044716981 -0.944581826415094 -0.944581826415094 -0.974511726792453 -0.959964488301887 -0.986256664716981 -0.983389810188679 -0.920047161698113 -0.967884390943396 -0.981607942075472 -0.968421475660377 -0.984349606792453 -0.989189512641509 -0.982137919056604 -0.956802766792453 -0.948521986037736 -0.972289134150943 -0.960711241886792 -0.985607229245283 0.276590197358491 -0.0149195616754717 -0.112840218339623 0.871963798301887 0.213716305739623 0.188531695981132 0.0761777324716981 -0.000213838552075472 0.00833400761716981 -0.0399984915849057 -0.0755284478679245 0.0761739419056604 -0.0948423481320755 -0.0392813049264151 -0.0505395462396226 -0.961970763773585 -0.961970763773585 -0.97935563509434 -0.951884472075472 -0.989519031132076 -0.981481454339623 -0.934503182830189 -0.972855110377359 -0.050340397354717 0.0967747743339623 0.243469786396226 -0.980831750377358 -0.967454617735849 -0.981124861320755 0.153320197518868 -0.0805058031716981 0.0755982625849057 -0.985106875471698 -0.98263664490566 -0.954453821132075 0.115678529336604 -0.102473210571698 -0.0459579465849057 -0.953066009056604 0.198648837339623 -0.975315331509434 0.192259107913208 -0.969799951132076 -0.0398966601509434 -0.987255972641509 0.159345366839623
"11_LAYING" -0.98477733 -0.972196873859649 -0.971311176842105 -0.97956560245614 -0.990765579649123 -0.984192606315789 -0.985259108596491 -0.972777455263158 -0.982111784210526 -0.980836884561403 -0.982442644035088 -0.959897432807018 -0.981724838421053 -0.990845724736842 -0.986549063333333 -0.972891829473684 -0.972891829473684 -0.976504858596491 -0.954713182807018 -0.984476476666667 -0.985322211929825 -0.973589287368421 -0.971668077017544 -0.987122678245614 -0.973486716315789 -0.983302949122807 -0.982424585438596 -0.982660631754386 -0.963183902982456 -0.976037695614035 -0.975126531403509 -0.954849053508772 -0.983569468245614 0.280592970877193 -0.0176598052315789 -0.108786578070175 -0.134832031403509 0.943017941403509 0.112620189964912 0.0766645337017544 0.0122193853629825 0.00277690502070175 -0.0191743840136842 -0.041559989822807 0.152019015929825 -0.102297501877193 -0.0412391429298246 -0.0666957489649123 -0.980621180175439 -0.980621180175439 -0.983330628421053 -0.952523752105263 -0.990641248245614 -0.983801365614035 -0.971403935438596 -0.973576812807018 -0.0637709766210526 0.251945472245614 0.22603584097193 -0.984884874385965 -0.973882496666667 -0.979564844210526 0.178104551486316 0.00344999603508772 0.0300169449866667 -0.97618747122807 -0.982640271929825 -0.961434420701754 0.00610819990350877 0.104942477754386 0.0963568933754386 -0.973994004561404 0.336010660578947 -0.976940774561403 0.29574789545614 -0.967093356491228 0.0406004062738596 -0.985978837192982 0.256034976912281
"11_WALKING" -0.196792706939623 -0.033925742081761 -0.359711566515723 -0.964017940251572 -0.94046515245283 -0.932403681006289 -0.336979706826415 -0.249407166374214 -0.701853499056604 -0.499770767513836 -0.424655573522013 -0.489309643396226 -0.579873630188679 -0.746815936100629 -0.607464154779874 -0.264646378543396 -0.264646378543396 -0.352920513628931 -0.433714647111321 -0.747823904150943 -0.176379884407547 -0.0583036970874214 -0.333580054341509 -0.361208336562893 -0.249394998089937 -0.732348886666667 -0.522156865440252 -0.359764380749057 -0.547817715345912 -0.384252011113208 -0.379608740320755 -0.46211809521761 -0.772997392641509 0.274812875163522 -0.0216258438684906 -0.107773324069182 0.92681626245283 -0.253324966289308 0.137839368169811 0.0896383267283019 0.00753214702339623 -0.0166188103698113 -0.0799053686718868 -0.0530207641748428 0.0696208252492107 -0.0623770113647799 -0.0585784974773585 -0.0391568031946541 -0.115501398107547 -0.115501398107547 -0.379703630358491 -0.300387066081761 -0.664627601069182 -0.257644148745912 -0.110139160562013 -0.525362157044025 -0.432568475342138 -0.0757456030968554 -0.148693962720881 -0.371471868833962 -0.295707637795597 -0.67034188490566 -0.380984037798742 -0.44747698391195 -0.268861911893711 -0.443461999867925 -0.570289754465409 -0.456042185220126 -0.224683107528302 -0.399968276691824 -0.174098716090063 -0.258155410801887 -0.00267020155633333 -0.33644604311195 0.046162703948239 -0.545234853773585 -0.205294728815346 -0.742703568553459 0.0233939084823899
"11_WALKING_DOWNSTAIRS" 0.142456557034783 0.0708122725543478 -0.324026938043478 -0.954497498695652 -0.926310469565217 -0.925814906086956 -0.0834212653347826 -0.126816662141304 -0.579710482173913 -0.374069023580435 -0.495911719565217 -0.318959594782609 -0.53437494826087 -0.684593318695652 -0.480559152608696 0.0507743652521739 0.0507743652521739 -0.127017223413043 -0.339349828493478 -0.677750588478261 0.179906764395652 0.0262777181065217 -0.348626581521739 -0.12834163051087 -0.130443829826087 -0.628902742826087 -0.397722757934783 -0.481127494565217 -0.397220471086957 -0.137123060369565 -0.173661753717391 -0.380559426947826 -0.714229669347826 0.291605631956522 -0.0178097721219565 -0.111070149978261 0.941746406521739 -0.200321942608696 0.132371684891304 0.0897168657173913 0.0252274201521739 -0.0225208905847826 -0.12506869905 -0.0262775345369565 0.057524457376087 -0.0220916265065217 -0.0520272987304348 -0.0373048405934783 0.126227657258696 0.126227657258696 -0.198206139934783 -0.19788336026087 -0.599294760652174 0.0351937228130435 0.0247508134326087 -0.377624755652174 -0.400296382043478 -0.0561892264956522 0.00531445170652174 -0.120463004665217 -0.177479240097826 -0.530225529130435 -0.338849974521739 -0.455972775869565 -0.244414661282609 -0.318777012804348 -0.528254524130435 -0.273459111956522 -0.263295935608696 -0.255277887913043 -0.150480042398261 0.0902807576630435 0.0316725683978261 -0.097454996626087 0.0337475179993478 -0.456170108913043 -0.169884463904348 -0.668340527608696 -0.00942507352173913
"11_WALKING_UPSTAIRS" -0.238802959018519 -0.103167501868519 -0.203369399185185 -0.953463105740741 -0.924360832962963 -0.906933171111111 -0.452961683518519 -0.428119229814815 -0.785359167222222 -0.501331630185185 -0.28204453962963 -0.694658851666667 -0.660431336111111 -0.809459436666667 -0.777173388518518 -0.289592148148148 -0.289592148148148 -0.490485807222222 -0.377909862407407 -0.80112703962963 -0.198733655611111 -0.0885048145574074 -0.113701770190741 -0.458255021296296 -0.437276328518518 -0.803845087037037 -0.517811645740741 -0.153787850538889 -0.729928728518519 -0.376027878888889 -0.513703461481481 -0.381223382777778 -0.822428718888889 0.263775859277778 -0.0303157822055556 -0.106797216481481 0.892626155555556 -0.343576924814815 0.146633747092593 0.0968561683092593 -0.0132625289255556 -0.0151463896833333 -0.0820909701727778 -0.0566928808703704 0.0638054379968518 -0.0645245413759259 -0.0719834687944444 -0.046076149625 -0.132594623759259 -0.132594623759259 -0.509587701296296 -0.255048336944444 -0.757314813888889 -0.355348902222222 -0.254645206944444 -0.551742083518519 -0.52447937047037 -0.189232158777778 -0.486549897222222 -0.495927371666667 -0.455317917037037 -0.765387905555556 -0.446992354759259 -0.461641074074074 -0.482497119833333 -0.471782782222222 -0.581167154444444 -0.674671878518519 -0.245040398462963 -0.63553191687037 -0.183328377796296 -0.336061027407407 -0.137089383 -0.475928501666667 0.0149014800925926 -0.55009966 -0.377996100925926 -0.795986113703704 0.0153270269092593
"14_STANDING" -0.973268905 -0.928525725333333 -0.9222763115 -0.972005366333333 -0.965781048333333 -0.940757718 -0.978248526 -0.966362425833333 -0.970766734 -0.9610917615 -0.9462806205 -0.946589134666667 -0.969948875166667 -0.9706929555 -0.974687865833333 -0.936735577166667 -0.936735577166667 -0.970437182833333 -0.931426203833333 -0.966834217 -0.973605553666667 -0.926055903 -0.917781858666667 -0.980396601666667 -0.967830182166667 -0.973594305166667 -0.962741032833333 -0.944306864 -0.950162705166667 -0.939799869833333 -0.969677515666667 -0.934815560833333 -0.966019259166667 0.280545613833333 -0.01520781344 -0.103817701790667 0.875319569 -0.226692231166667 -0.338174888666667 0.0737933748485 0.00579566182983333 -0.00720777760485 -0.0220886526891667 -0.05581088271 0.07904758875 -0.100718458866667 -0.04500967927 -0.0509036177765 -0.943456847333333 -0.943456847333333 -0.972965788166667 -0.943530016833333 -0.974873328 -0.9726995625 -0.942178248333333 -0.9424220265 -0.245905018933333 -0.138431166621667 0.00253022625 -0.97818164 -0.967249904833333 -0.966718434333333 0.0237594244966667 -0.212196767033333 -0.0690826053566667 -0.957111767 -0.9508361945 -0.950999877833333 -0.306015725890333 -0.2780036534 -0.198897454968333 -0.949715059833333 -0.0374702781666667 -0.970214125833333 0.214251895888333 -0.944405563833333 -0.191031011271667 -0.969175636833333 0.0125408702516667
"14_SITTING" -0.976302248148148 -0.914935703907407 -0.922774835740741 -0.976280399444444 -0.95032266362963 -0.938415738148148 -0.980890655185185 -0.967828356296296 -0.976133383518519 -0.980829981481481 -0.962048191666667 -0.952904383518518 -0.990284240185185 -0.986911323888889 -0.982819138888889 -0.92549582962963 -0.92549582962963 -0.973343388888889 -0.947081158333333 -0.986963989814815 -0.976303056851852 -0.911591208203704 -0.917678155296296 -0.981920831111111 -0.968943674259259 -0.978180020925926 -0.981573087222222 -0.958227403148148 -0.956028807962963 -0.929193937222222 -0.972959409444444 -0.946517963703704 -0.987065177777778 0.279990577037037 -0.00870565463888889 -0.100401490425926 0.939038759814815 -0.0364533962277778 -0.0945970534814815 0.0741878844074074 -0.00436185985848148 -0.0105744513096296 -0.0440403326851852 -0.0713478280925926 0.0928523607037037 -0.0921614578888889 -0.0434577295055556 -0.0520121608148148 -0.944197943703704 -0.944197943703704 -0.976521006111111 -0.942756369259259 -0.988317606666667 -0.976456609259259 -0.932644766111111 -0.944126078888889 -0.145044030516667 -0.0904275272388889 -0.0357959046777778 -0.981566649444444 -0.968951769814815 -0.97275196962963 0.00357106024444444 -0.232143578944444 -0.149511316833333 -0.978577117592593 -0.969806729814815 -0.957020858888889 -0.107487047964444 -0.34128282392963 -0.0834989971537037 -0.940589853333333 0.015368050237037 -0.972985342962963 0.19841410045 -0.963320540555556 -0.171970730796296 -0.987324239259259 0.0740675933385185
"14_LAYING" -0.917501887333333 -0.909697040980392 -0.900331921686275 -0.862136937254902 -0.94877486372549 -0.90130385627451 -0.971473557058824 -0.96812761745098 -0.972431855490196 -0.957221015098039 -0.932499780588235 -0.952296965294118 -0.970274962745098 -0.968042893529412 -0.979711372941176 -0.856593119215686 -0.856593119215686 -0.966450909019608 -0.913433185882353 -0.964009921960784 -0.911972655156863 -0.905221049156863 -0.894055710980392 -0.973491388039216 -0.969113291372549 -0.97491443 -0.959740488627451 -0.929955407058824 -0.957790479803922 -0.859606047058823 -0.963607433921569 -0.917760104901961 -0.963666018039216 0.233275439803922 -0.0113424652490196 -0.0868333315509804 -0.145483631627451 0.48539692745098 0.83656291 0.098140384845098 -0.00831507059607843 -0.0323601505045098 0.00505221181607843 -0.153423807745098 0.149124058235294 -0.105446637019608 -0.0372677398193922 -0.0566171868039216 -0.905978250196078 -0.905978250196078 -0.972576392941176 -0.904665418431373 -0.975621183137255 -0.933936178235294 -0.930366906078431 -0.927882307058824 -0.442950364647059 -0.149752054909804 0.0313442249705882 -0.972010709215686 -0.969342124313725 -0.968593195686275 -0.158599091641176 -0.231153333607843 -0.0887922483196078 -0.949959040588235 -0.938087898235294 -0.949107162941176 -0.236882321219608 -0.277833948752941 0.023333252745098 -0.899463668843137 -0.131771172645098 -0.96798859627451 0.175722996629412 -0.930151731176471 -0.190837039343137 -0.966455343137255 0.121643800647059
"14_WALKING" -0.25101721031519 0.19287711050481 0.35613323408943 -0.943126066518987 -0.928709271075949 -0.903533447468354 -0.292065049420633 -0.18865489161962 -0.326665335006203 -0.480436892829114 0.173550976054114 0.247423252163291 -0.587442563481013 -0.408365444759494 -0.28260640795443 -0.0205935039310127 -0.0205935039310127 -0.223960941986646 0.00837239520253165 -0.470619098360759 -0.248044019838924 0.185059913622152 0.388537600662089 -0.330101984341139 -0.219492352246203 -0.400894041070253 -0.502029684702532 0.273084081325506 0.163319905213924 -0.168903888853797 -0.254063629786076 -0.0820372224134177 -0.539564976848101 0.274812336018987 -0.0208181410208228 -0.104678574234177 0.767560972658228 -0.286485915253165 -0.43877864835443 0.0665813818327215 0.0110440792462025 0.0116235464939873 0.0223276593193671 -0.100113312824051 0.0141430523101266 -0.116095090474854 -0.0445849552240506 -0.0367535484436709 0.0468048366632911 0.0468048366632911 -0.227765424684177 0.121152363372848 -0.409177422741139 -0.261907664987975 0.0462055328398734 0.079240255335443 -0.366551464341772 -0.181137100600633 -0.219310752696835 -0.317077939201899 -0.212563990139241 -0.252620651813291 -0.262950435575949 -0.38970511513924 -0.383005363892405 -0.424765607607595 -0.0362930131699367 0.127962032365823 -0.263967848721519 -0.394281047132911 -0.338528924920253 -0.0310440335506329 -0.071286920076519 -0.206810337202848 0.0746647163405063 -0.122009364255063 -0.0903100433303797 -0.449533754761772 0.116195457600633
"14_WALKING_DOWNSTAIRS" 0.0178313402266667 0.378870491755556 0.451576075111111 -0.919098794 -0.920725940666667 -0.879565316666667 0.0129597549231111 0.192791766468889 -0.133634060621778 -0.354551638377778 0.0569902222622222 0.356198597177778 -0.537002097555556 -0.284318020488889 0.0913857550044444 0.428405922622222 0.428405922622222 0.194708838913556 -0.0665144570666667 -0.274744003577778 0.0140826092322222 0.29363389996 0.427563832371111 -0.0302396365755556 0.138737970022222 -0.244857128202222 -0.378882872733333 0.0741391154937778 0.182794696328889 0.178684580868889 0.194263424111111 -0.223927430580444 -0.356849425488889 0.293422115555556 -0.0200141413657778 -0.0928330165533333 0.81629643 -0.264254674666667 -0.392555882222222 0.0428631626711111 0.0291339421022222 0.0104952601188889 -0.0147079653333333 -0.0945288409066667 0.0353344537555556 -0.108620377713333 -0.0740589810844444 -0.0615978795422222 0.185537706866667 0.185537706866667 0.0353601375466667 0.166340011842444 -0.275120883488889 0.0212541553977778 0.3714824704 0.280735952206667 -0.349609935577778 -0.00777749593111111 -0.0984339940222222 -0.0337820458644444 0.164775056133333 -0.0248789805888889 -0.2710115324 -0.306938978377778 -0.295300085844444 -0.295315541666667 0.0132082347333333 0.492414379822222 -0.250106322244444 -0.207057454377778 -0.113453380786667 0.471905155133333 0.000464165078 0.186223478065556 -0.00170923580888889 -0.0787568406777778 0.0800347917133333 -0.254747132274667 0.05293374262
